Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\Magnetovision_2D_256_2\Project Outputs for Magnetovision_2D_256_2\Pick Place\Pick Place for Mag256_9mm.csv

========================================================================================================================
File Design Information:

Date:       10/01/25
Time:       10:15
Revision:   cd8550b4dba492457a91c8a50a1b6ad8cbe399fa
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation"
"C8_B12","100n","TopLayer","CAP_0603","142.2360mm","76.0005mm","0"
"C8_B11","100n","TopLayer","CAP_0603","106.2553mm","76.0066mm","0"
"C8_B10","100n","TopLayer","CAP_0603","70.2240mm","75.9770mm","0"
"C8_B9","100n","TopLayer","CAP_0603","34.2231mm","76.0201mm","0"
"C8_B8","100n","TopLayer","CAP_0603","142.2416mm","112.0010mm","0"
"C8_B7","100n","TopLayer","CAP_0603","106.2291mm","111.9964mm","0"
"C8_B6","100n","TopLayer","CAP_0603","70.2334mm","111.9651mm","0"
"C8_B5","100n","TopLayer","CAP_0603","34.2560mm","112.0200mm","0"
"C8_B4","100n","TopLayer","CAP_0603","142.2730mm","148.0001mm","0"
"C8_B3","100n","TopLayer","CAP_0603","106.2977mm","148.0195mm","0"
"C8_B2","100n","TopLayer","CAP_0603","70.2787mm","148.0176mm","0"
"C8_B1","100n","TopLayer","CAP_0603","34.2500mm","148.0000mm","0"
"C7_B16","100n","TopLayer","CAP_0603","151.2741mm","39.9837mm","0"
"C7_B15","100n","TopLayer","CAP_0603","115.2607mm","39.9990mm","0"
"C7_B14","100n","TopLayer","CAP_0603","79.2617mm","39.9907mm","0"
"C7_B13","100n","TopLayer","CAP_0603","43.2550mm","40.0211mm","0"
"C7_B12","100n","TopLayer","CAP_0603","151.2360mm","76.0005mm","0"
"C7_B11","100n","TopLayer","CAP_0603","115.2553mm","76.0066mm","0"
"C7_B10","100n","TopLayer","CAP_0603","79.2240mm","75.9770mm","0"
"C7_B9","100n","TopLayer","CAP_0603","43.2231mm","76.0201mm","0"
"C7_B8","100n","TopLayer","CAP_0603","151.2416mm","112.0010mm","0"
"C7_B7","100n","TopLayer","CAP_0603","115.2291mm","111.9964mm","0"
"C7_B6","100n","TopLayer","CAP_0603","79.2334mm","111.9651mm","0"
"C7_B5","100n","TopLayer","CAP_0603","43.2560mm","112.0200mm","0"
"C7_B4","100n","TopLayer","CAP_0603","151.2730mm","148.0001mm","0"
"C7_B3","100n","TopLayer","CAP_0603","115.2977mm","148.0195mm","0"
"C7_B2","100n","TopLayer","CAP_0603","79.2787mm","148.0176mm","0"
"C7_B1","100n","TopLayer","CAP_0603","43.2500mm","148.0000mm","0"
"C6_B16","100n","TopLayer","CAP_0603","151.2741mm","48.9837mm","0"
"C6_B15","100n","TopLayer","CAP_0603","115.2607mm","48.9990mm","0"
"C6_B14","100n","TopLayer","CAP_0603","79.2617mm","48.9907mm","0"
"C6_B13","100n","TopLayer","CAP_0603","43.2550mm","49.0211mm","0"
"C6_B12","100n","TopLayer","CAP_0603","151.2360mm","85.0005mm","0"
"C6_B11","100n","TopLayer","CAP_0603","115.2553mm","85.0066mm","0"
"C6_B10","100n","TopLayer","CAP_0603","79.2240mm","84.9770mm","0"
"C6_B9","100n","TopLayer","CAP_0603","43.2231mm","85.0201mm","0"
"C6_B8","100n","TopLayer","CAP_0603","151.2416mm","121.0010mm","0"
"C6_B7","100n","TopLayer","CAP_0603","115.2291mm","120.9964mm","0"
"C6_B6","100n","TopLayer","CAP_0603","79.2334mm","120.9651mm","0"
"C6_B5","100n","TopLayer","CAP_0603","43.2560mm","121.0200mm","0"
"C6_B4","100n","TopLayer","CAP_0603","151.2730mm","157.0001mm","0"
"C6_B3","100n","TopLayer","CAP_0603","115.2977mm","157.0195mm","0"
"C6_B2","100n","TopLayer","CAP_0603","79.2787mm","157.0176mm","0"
"C6_B1","100n","TopLayer","CAP_0603","43.2500mm","157.0000mm","0"
"C5_B16","100n","TopLayer","CAP_0603","142.2741mm","48.9837mm","0"
"C5_B15","100n","TopLayer","CAP_0603","106.2607mm","48.9990mm","0"
"C5_B14","100n","TopLayer","CAP_0603","70.2617mm","48.9907mm","0"
"C5_B13","100n","TopLayer","CAP_0603","34.2550mm","49.0211mm","0"
"C5_B12","100n","TopLayer","CAP_0603","142.2360mm","85.0005mm","0"
"C5_B11","100n","TopLayer","CAP_0603","106.2553mm","85.0066mm","0"
"C5_B10","100n","TopLayer","CAP_0603","70.2240mm","84.9770mm","0"
"C5_B9","100n","TopLayer","CAP_0603","34.2231mm","85.0201mm","0"
"C5_B8","100n","TopLayer","CAP_0603","142.2416mm","121.0010mm","0"
"C5_B7","100n","TopLayer","CAP_0603","106.2291mm","120.9964mm","0"
"C5_B6","100n","TopLayer","CAP_0603","70.2334mm","120.9651mm","0"
"C5_B5","100n","TopLayer","CAP_0603","34.2560mm","121.0200mm","0"
"C5_B4","100n","TopLayer","CAP_0603","142.2730mm","157.0001mm","0"
"C5_B3","100n","TopLayer","CAP_0603","106.2977mm","157.0195mm","0"
"C5_B2","100n","TopLayer","CAP_0603","70.2787mm","157.0176mm","0"
"C5_B1","100n","TopLayer","CAP_0603","34.2500mm","157.0000mm","0"
"C4_B16","100n","TopLayer","CAP_0603","133.2741mm","48.9837mm","0"
"C4_B15","100n","TopLayer","CAP_0603","97.2607mm","48.9990mm","0"
"C4_B14","100n","TopLayer","CAP_0603","61.2617mm","48.9907mm","0"
"C4_B13","100n","TopLayer","CAP_0603","25.2550mm","49.0211mm","0"
"C4_B12","100n","TopLayer","CAP_0603","133.2360mm","85.0005mm","0"
"C4_B11","100n","TopLayer","CAP_0603","97.2553mm","85.0066mm","0"
"C4_B10","100n","TopLayer","CAP_0603","61.2240mm","84.9770mm","0"
"C4_B9","100n","TopLayer","CAP_0603","25.2231mm","85.0201mm","0"
"C4_B8","100n","TopLayer","CAP_0603","133.2416mm","121.0010mm","0"
"C4_B7","100n","TopLayer","CAP_0603","97.2291mm","120.9964mm","0"
"C4_B6","100n","TopLayer","CAP_0603","61.2334mm","120.9651mm","0"
"C4_B5","100n","TopLayer","CAP_0603","25.2560mm","121.0200mm","0"
"C4_B4","100n","TopLayer","CAP_0603","133.2730mm","157.0001mm","0"
"C4_B3","100n","TopLayer","CAP_0603","97.2977mm","157.0195mm","0"
"C4_B2","100n","TopLayer","CAP_0603","61.2787mm","157.0176mm","0"
"C4_B1","100n","TopLayer","CAP_0603","25.2500mm","157.0000mm","0"
"C3_B16","100n","TopLayer","CAP_0603","124.2741mm","48.9837mm","0"
"C3_B15","100n","TopLayer","CAP_0603","88.2607mm","48.9990mm","0"
"C3_B14","100n","TopLayer","CAP_0603","52.2617mm","48.9907mm","0"
"C3_B13","100n","TopLayer","CAP_0603","16.2550mm","49.0211mm","0"
"C3_B12","100n","TopLayer","CAP_0603","124.2360mm","85.0005mm","0"
"C3_B11","100n","TopLayer","CAP_0603","88.2553mm","85.0066mm","0"
"C3_B10","100n","TopLayer","CAP_0603","52.2240mm","84.9770mm","0"
"C3_B9","100n","TopLayer","CAP_0603","16.2231mm","85.0201mm","0"
"C3_B8","100n","TopLayer","CAP_0603","124.2416mm","121.0010mm","0"
"C3_B7","100n","TopLayer","CAP_0603","88.2291mm","120.9964mm","0"
"C3_B6","100n","TopLayer","CAP_0603","52.2334mm","120.9651mm","0"
"C3_B5","100n","TopLayer","CAP_0603","16.2560mm","121.0200mm","0"
"C3_B4","100n","TopLayer","CAP_0603","124.2730mm","157.0001mm","0"
"C3_B3","100n","TopLayer","CAP_0603","88.2977mm","157.0195mm","0"
"C3_B2","100n","TopLayer","CAP_0603","52.2787mm","157.0176mm","0"
"C3_B1","100n","TopLayer","CAP_0603","16.2500mm","157.0000mm","0"
"C2_B16","100n","TopLayer","CAP_0603","124.2741mm","39.9837mm","0"
"C2_B15","100n","TopLayer","CAP_0603","88.2607mm","39.9990mm","0"
"C2_B14","100n","TopLayer","CAP_0603","52.2617mm","39.9907mm","0"
"C2_B13","100n","TopLayer","CAP_0603","16.2550mm","40.0211mm","0"
"C2_B12","100n","TopLayer","CAP_0603","124.2360mm","76.0005mm","0"
"C2_B11","100n","TopLayer","CAP_0603","88.2553mm","76.0066mm","0"
"C2_B10","100n","TopLayer","CAP_0603","52.2240mm","75.9770mm","0"
"C2_B9","100n","TopLayer","CAP_0603","16.2231mm","76.0201mm","0"
"C2_B8","100n","TopLayer","CAP_0603","124.2416mm","112.0010mm","0"
"C2_B7","100n","TopLayer","CAP_0603","88.2291mm","111.9964mm","0"
"C2_B6","100n","TopLayer","CAP_0603","52.2334mm","111.9651mm","0"
"C2_B5","100n","TopLayer","CAP_0603","16.2560mm","112.0200mm","0"
"C2_B4","100n","TopLayer","CAP_0603","124.2730mm","148.0001mm","0"
"C2_B3","100n","TopLayer","CAP_0603","88.2977mm","148.0195mm","0"
"C2_B2","100n","TopLayer","CAP_0603","52.2787mm","148.0176mm","0"
"C2_B1","100n","TopLayer","CAP_0603","16.2500mm","148.0000mm","0"
"C1_B16","100n","TopLayer","CAP_0603","133.2741mm","39.9837mm","0"
"C1_B15","100n","TopLayer","CAP_0603","97.2607mm","39.9990mm","0"
"C1_B14","100n","TopLayer","CAP_0603","61.2617mm","39.9907mm","0"
"C1_B13","100n","TopLayer","CAP_0603","25.2550mm","40.0211mm","0"
"C1_B12","100n","TopLayer","CAP_0603","133.2360mm","76.0005mm","0"
"C1_B11","100n","TopLayer","CAP_0603","97.2553mm","76.0066mm","0"
"C1_B10","100n","TopLayer","CAP_0603","61.2240mm","75.9770mm","0"
"C1_B9","100n","TopLayer","CAP_0603","25.2231mm","76.0201mm","0"
"C1_B8","100n","TopLayer","CAP_0603","133.2416mm","112.0010mm","0"
"C1_B7","100n","TopLayer","CAP_0603","97.2291mm","111.9964mm","0"
"C1_B6","100n","TopLayer","CAP_0603","61.2334mm","111.9651mm","0"
"C1_B5","100n","TopLayer","CAP_0603","25.2560mm","112.0200mm","0"
"C1_B4","100n","TopLayer","CAP_0603","133.2730mm","148.0001mm","0"
"C1_B3","100n","TopLayer","CAP_0603","97.2977mm","148.0195mm","0"
"C1_B2","100n","TopLayer","CAP_0603","61.2787mm","148.0176mm","0"
"C1_B1","100n","TopLayer","CAP_0603","25.2500mm","148.0000mm","0"
"C24_ADC2","1u","BottomLayer","CAP_0603","174.8998mm","50.5250mm","270"
"C24_ADC1","1u","BottomLayer","CAP_0603","174.9559mm","124.4437mm","270"
"C23_ADC2","1u","BottomLayer","CAP_0603","172.9000mm","54.9250mm","90"
"C23_ADC1","1u","BottomLayer","CAP_0603","172.9561mm","128.8437mm","90"
"C22_ADC2","1u","BottomLayer","CAP_0603","174.1250mm","54.9750mm","90"
"C22_ADC1","1u","BottomLayer","CAP_0603","174.1811mm","128.8937mm","90"
"C21_ADC2","100n","BottomLayer","CAP_0603","170.6000mm","55.9750mm","0"
"C21_ADC1","100n","BottomLayer","CAP_0603","170.6561mm","129.8937mm","0"
"C20_ADC2","1u","BottomLayer","CAP_0603","173.3500mm","50.5250mm","270"
"C20_ADC1","1u","BottomLayer","CAP_0603","173.4061mm","124.4437mm","270"
"C19_ADC2","1u","BottomLayer","CAP_0603","171.3750mm","57.9000mm","315"
"C19_ADC1","1u","BottomLayer","CAP_0603","171.4311mm","131.8187mm","315"
"C18_ADC2","1u","BottomLayer","CAP_0603","170.8750mm","49.7750mm","0"
"C18_ADC1","1u","BottomLayer","CAP_0603","170.9311mm","123.6937mm","0"
"C52","47u","TopLayer","WCAP-ASLI_D6.3H5.5","157.7755mm","145.6751mm","270"
"C51","47u","TopLayer","WCAP-ASLI_D6.3H5.5","166.2754mm","145.6751mm","270"
"C50","47u","TopLayer","WCAP-ASLI_D6.3H5.5","174.7754mm","145.6751mm","270"
"C49","47u","TopLayer","WCAP-ASLI_D6.3H5.5","168.2000mm","154.2500mm","180"
"C48","100n","BottomLayer","CAP_0603","156.8789mm","25.3047mm","0"
"C47","22u","BottomLayer","CAP_0805","172.5543mm","35.3066mm","90"
"C46","22u","BottomLayer","CAP_0805","170.0543mm","35.3066mm","90"
"C45","100n","BottomLayer","CAP_0603","164.8888mm","27.4650mm","90"
"C44","22u","TopLayer","CAP_0805","166.2568mm","34.2795mm","270"
"C43","22u","TopLayer","CAP_0805","163.5568mm","34.2545mm","270"
"C42","100n","TopLayer","CAP_0603","158.7500mm","33.7500mm","270"
"C41","47u","TopLayer","WCAP-ASLI_D6.3H5.5","166.5500mm","21.0000mm","180"
"C40","100n","BottomLayer","CAP_0603","166.8718mm","30.7211mm","270"
"C39","22u","BottomLayer","CAP_0805","164.6218mm","31.4711mm","270"
"C38","2u2 24V","TopLayer","CAP_0805","160.9568mm","34.2615mm","270"
"C37","2u2 24V","BottomLayer","CAP_0805","170.0937mm","30.8026mm","180"
"C36","1u","BottomLayer","CAP_0603","158.3865mm","78.5690mm","0"
"C35","100n","BottomLayer","CAP_0603","158.3864mm","76.6936mm","0"
"C34","1u","BottomLayer","CAP_0603","162.6897mm","76.6800mm","180"
"C33","100n","BottomLayer","CAP_0603","162.6646mm","78.5546mm","180"
"C32","1u","BottomLayer","CAP_0603","176.5756mm","88.0118mm","270"
"C31","100n","BottomLayer","CAP_0603","176.5506mm","84.2618mm","90"
"C30","1u","BottomLayer","CAP_0603","173.8152mm","88.1159mm","0"
"C29","100n","BottomLayer","CAP_0603","173.8176mm","86.2861mm","0"
"C28","1u","BottomLayer","CAP_0603","158.3752mm","86.6464mm","0"
"C27","100n","BottomLayer","CAP_0603","158.3501mm","84.7458mm","0"
"C26","1u","BottomLayer","CAP_0603","162.6506mm","84.6118mm","180"
"C25","100n","BottomLayer","CAP_0603","162.6757mm","86.4873mm","180"
